Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt,SYSLoad,RegCP
2007-01-01,1,12405,12623,45.37,45.22,-0.23,0.38,42.74,42.3,0.02,0.42,31,23,12779,53.77
2007-01-01,2,12380,11854,43.1,42.75,-0.02,0.37,41.21,40.75,0.0,0.46,32,25,11984,47.02
2007-01-01,3,12011,11293,36.52,36.34,-0.13,0.31,35.2,34.72,0.0,0.48,32,26,11453,47.02
2007-01-01,4,11919,11014,32.06,32.02,-0.25,0.29,31.31,30.87,0.0,0.44,33,27,11170,24.53
2007-01-01,5,12011,10994,32.06,31.89,-0.11,0.28,28.08,27.67,0.0,0.41,33,29,11152,16.0
2007-01-01,6,12195,11181,35.12,34.81,0.0,0.31,32.9,32.42,0.0,0.48,33,30,11344,14.0
2007-01-01,7,12355,11572,37.61,37.29,0.0,0.32,23.87,23.6,0.0,0.27,34,32,11728,36.0
2007-01-01,8,13335,11975,39.75,39.36,0.0,0.39,24.17,23.92,0.0,0.25,35,34,12165,47.02
2007-01-01,9,13578,12639,43.99,43.56,0.0,0.43,33.62,33.58,-0.29,0.33,37,34,12848,47.02
2007-01-01,10,14770,13639,46.44,46.0,0.0,0.44,38.51,39.29,-1.15,0.37,37,36,13859,47.02
2007-01-01,11,14964,14578,48.23,48.19,-0.42,0.46,44.9,45.3,-0.85,0.45,38,37,14833,19.52
2007-01-01,12,14799,15192,50.87,50.66,-0.27,0.48,60.15,59.69,-0.09,0.55,39,38,15465,10.66
2007-01-01,13,14638,15382,48.49,48.32,-0.28,0.45,54.3,54.25,-0.4,0.45,40,38,15637,9.99
2007-01-01,14,14516,15286,46.74,46.6,-0.31,0.45,51.32,51.43,-0.55,0.44,41,39,15536,9.99
2007-01-01,15,14439,15112,46.11,45.93,-0.25,0.43,48.89,49.04,-0.67,0.52,42,40,15369,9.99
2007-01-01,16,14570,15276,45.95,45.82,-0.3,0.43,49.36,48.9,-0.05,0.51,43,41,15519,22.49
2007-01-01,17,16378,16354,59.99,60.38,-0.94,0.55,76.66,75.41,0.57,0.68,42,41,16627,17.51
2007-01-01,18,17282,17101,67.69,68.11,-1.03,0.61,60.55,60.56,-0.62,0.61,42,41,17430,41.64
2007-01-01,19,16976,16834,63.92,64.33,-0.98,0.57,50.07,50.41,-0.89,0.55,41,40,17161,20.36
2007-01-01,20,16412,16319,56.06,56.58,-1.03,0.51,52.12,52.13,-0.59,0.58,40,39,16625,15.0
2007-01-01,21,15614,15600,56.04,56.21,-0.68,0.51,51.25,50.53,0.17,0.55,41,39,15895,23.32
2007-01-01,22,14753,14482,48.21,48.34,-0.58,0.45,48.1,47.48,0.06,0.56,40,39,14764,83.01
2007-01-01,23,13403,13043,46.21,45.96,-0.18,0.43,40.01,40.36,-0.79,0.44,40,38,13300,75.02
2007-01-01,24,12208,11839,43.49,43.24,-0.11,0.36,35.74,35.42,0.0,0.32,40,37,12011,73.33
2007-01-02,1,11887,11014,40.91,41.67,-1.11,0.35,16.56,16.35,0.0,0.21,40,37,11191,74.0
2007-01-02,2,11521,10541,34.97,35.45,-0.78,0.3,14.09,13.91,0.0,0.18,40,37,10726,51.5
2007-01-02,3,11209,10350,30.51,30.86,-0.62,0.27,28.46,28.13,0.0,0.33,41,37,10496,47.0
2007-01-02,4,11049,10375,31.05,31.38,-0.6,0.27,26.78,26.47,0.0,0.31,41,36,10542,47.0
2007-01-02,5,11310,10746,32.08,32.52,-0.72,0.28,26.1,25.83,0.0,0.27,41,35,10895,47.0
2007-01-02,6,12045,11885,38.75,39.87,-1.5,0.38,44.82,44.31,0.0,0.51,41,34,12055,69.48
2007-01-02,7,14115,14159,49.31,51.31,-2.49,0.49,67.57,66.59,0.0,0.98,41,34,14350,74.0
2007-01-02,8,15100,15462,55.0,54.83,-0.34,0.51,50.81,50.36,-0.06,0.51,41,32,15688,20.69
2007-01-02,9,15283,15799,59.28,57.89,0.84,0.55,50.0,50.16,-0.68,0.52,40,30,16029,10.85
2007-01-02,10,15616,16026,60.26,59.14,0.55,0.57,53.09,53.2,-0.59,0.48,40,28,16269,4.63
2007-01-02,11,15904,16237,59.92,58.85,0.51,0.56,49.01,49.13,-0.54,0.42,41,26,16479,7.57
2007-01-02,12,15776,16255,59.95,58.89,0.5,0.56,53.1,53.14,-0.59,0.55,41,23,16493,12.75
2007-01-02,13,15315,16153,59.97,58.64,0.78,0.55,57.42,56.57,0.19,0.66,42,22,16402,23.17
2007-01-02,14,15151,16060,55.82,54.59,0.72,0.51,48.6,48.27,-0.23,0.56,43,20,16312,12.5
2007-01-02,15,15212,15942,52.71,52.18,0.04,0.49,47.48,47.5,-0.58,0.56,43,19,16179,11.5
2007-01-02,16,15375,16018,53.0,52.27,0.25,0.48,48.3,48.36,-0.59,0.53,43,18,16263,14.0
2007-01-02,17,17498,17248,64.44,63.59,0.28,0.57,58.75,58.3,-0.2,0.65,42,19,17517,14.83
2007-01-02,18,18337,18789,72.6,72.0,-0.03,0.63,117.41,115.15,1.24,1.02,39,18,19105,10.12
2007-01-02,19,18373,18730,67.26,66.76,-0.08,0.58,76.82,75.92,0.23,0.67,37,18,19043,14.16
2007-01-02,20,17480,18245,65.23,64.72,-0.05,0.56,67.13,66.52,0.11,0.5,36,19,18586,15.0
2007-01-02,21,16929,17526,61.32,62.51,-1.73,0.54,67.47,66.63,0.24,0.6,35,21,17793,9.99
2007-01-02,22,15585,16327,56.71,56.39,-0.17,0.49,48.61,48.02,-0.07,0.66,34,21,16574,19.41
2007-01-02,23,14126,14624,49.39,49.79,-0.85,0.45,44.67,43.95,0.09,0.63,34,21,14871,16.76
2007-01-02,24,12989,13148,45.26,45.87,-0.98,0.37,40.82,40.26,0.0,0.56,32,22,13329,41.5
2007-01-03,1,12312,12267,40.31,39.98,0.0,0.33,42.09,41.63,0.0,0.46,32,21,12406,69.47
2007-01-03,2,12291,11805,35.84,35.66,-0.12,0.3,41.01,40.46,0.0,0.55,32,22,11960,53.78
2007-01-03,3,12138,11652,32.05,31.97,-0.18,0.26,37.11,36.63,0.0,0.48,31,22,11806,47.0
2007-01-03,4,12066,11657,31.01,30.96,-0.2,0.25,34.93,34.48,0.0,0.45,30,22,11812,47.0
2007-01-03,5,12386,12020,35.11,34.9,-0.08,0.29,40.61,40.1,0.0,0.51,31,23,12190,47.0
2007-01-03,6,12747,13190,41.31,41.06,-0.09,0.34,41.26,40.81,0.0,0.45,30,23,13373,66.15
2007-01-03,7,15208,15370,53.32,52.02,0.87,0.43,59.46,58.42,0.28,0.76,30,22,15605,24.2
2007-01-03,8,16450,16596,51.42,51.53,-0.59,0.48,57.99,57.05,0.28,0.66,30,22,16872,10.84
2007-01-03,9,16658,16715,51.28,51.43,-0.63,0.48,64.97,63.83,0.38,0.76,31,22,17005,10.0
2007-01-03,10,16612,16721,51.64,51.56,-0.41,0.49,65.88,64.64,0.4,0.84,34,23,16965,14.16
2007-01-03,11,16434,16702,50.44,50.7,-0.73,0.47,71.07,69.62,0.47,0.98,39,23,16952,15.0
2007-01-03,12,16280,16528,48.92,49.27,-0.8,0.45,68.71,67.3,0.41,1.0,41,21,16786,15.0
2007-01-03,13,16005,16265,46.44,47.13,-1.12,0.43,53.24,52.32,0.18,0.74,45,20,16496,10.84
2007-01-03,14,15783,16094,46.0,46.64,-1.07,0.43,48.06,47.3,0.09,0.67,48,20,16343,10.99
2007-01-03,15,15574,15874,45.67,46.28,-1.04,0.43,46.86,46.08,0.11,0.67,49,21,16130,14.0
2007-01-03,16,15711,15968,45.82,46.46,-1.07,0.43,46.19,45.45,0.08,0.66,48,24,16210,14.0
2007-01-03,17,17480,17188,59.52,59.81,-0.82,0.53,61.04,60.06,0.03,0.95,47,24,17476,14.0
2007-01-03,18,18471,18559,66.76,66.28,-0.1,0.58,62.0,61.56,-0.4,0.84,46,25,18916,14.83
2007-01-03,19,18384,18495,60.43,60.72,-0.81,0.52,88.88,87.55,0.0,1.33,44,26,18846,58.02
2007-01-03,20,17443,17995,58.18,58.88,-1.2,0.5,55.3,54.59,0.0,0.71,43,27,18339,33.22
2007-01-03,21,16988,17243,51.25,52.2,-1.4,0.45,54.56,53.78,0.0,0.78,43,28,17527,16.68
2007-01-03,22,15907,15982,47.27,48.16,-1.31,0.42,49.48,48.71,0.02,0.75,43,28,16267,15.0
2007-01-03,23,13790,14321,44.96,45.58,-1.02,0.4,40.44,40.03,0.0,0.41,44,29,14542,10.42
2007-01-03,24,12545,12821,44.02,44.02,-0.36,0.36,49.35,48.77,0.0,0.58,44,28,13003,13.16
2007-01-04,1,11734,11816,43.28,42.9,0.0,0.38,47.15,46.48,0.0,0.67,44,28,11965,41.48
2007-01-04,2,11820,11326,41.44,41.07,0.0,0.37,46.79,46.15,0.0,0.64,43,28,11470,19.53
2007-01-04,3,11441,11098,38.62,38.27,0.0,0.35,33.6,33.16,0.0,0.44,42,28,11228,9.84
2007-01-04,4,11364,11085,37.94,37.6,0.0,0.34,44.18,43.55,0.0,0.63,40,28,11240,13.16
2007-01-04,5,11780,11420,38.93,38.59,0.0,0.34,40.52,39.92,0.0,0.6,41,28,11584,9.84
2007-01-04,6,12482,12608,44.54,44.15,0.0,0.39,37.68,37.14,0.0,0.54,39,28,12763,16.34
