Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt,SYSLoad,RegCP
2012-01-01,1,10711,11929,35.12,35.22,0.0,-0.1,56.14,55.78,0.0,0.36,35,33,12153,7.51
2012-01-01,2,10276,11297,33.38,33.39,0.0,-0.01,39.28,39.01,0.0,0.27,35,33,11493,6.44
2012-01-01,3,9868,10815,30.26,30.3,0.0,-0.04,38.62,38.29,0.0,0.33,36,33,11003,6.0
2012-01-01,4,9771,10571,28.88,28.88,0.0,0.0,34.06,33.77,0.0,0.29,36,33,10756,6.0
2012-01-01,5,9884,10538,20.23,20.21,0.0,0.02,22.34,22.14,0.0,0.2,36,33,10717,5.17
2012-01-01,6,10010,10733,20.26,20.24,0.0,0.02,37.4,37.08,0.0,0.32,35,32,10907,5.0
2012-01-01,7,10328,11128,30.72,30.7,0.0,0.02,40.24,39.92,0.0,0.32,36,33,11313,6.6
2012-01-01,8,10715,11469,34.16,34.33,0.0,-0.17,25.89,25.71,0.0,0.18,34,32,11679,7.75
2012-01-01,9,11651,12078,37.4,37.57,0.0,-0.17,35.59,35.36,0.0,0.23,35,33,12303,7.29
2012-01-01,10,13111,12660,38.62,38.45,0.0,0.17,51.1,50.77,0.0,0.33,39,35,12912,6.67
2012-01-01,11,13140,13025,41.18,41.22,0.0,-0.04,38.1,37.88,0.0,0.22,42,37,13279,6.17
2012-01-01,12,13280,13172,42.04,42.04,0.0,0.0,32.65,32.44,0.0,0.21,45,38,13416,6.0
2012-01-01,13,13125,13242,40.23,40.29,0.0,-0.06,33.47,33.26,0.0,0.21,47,38,13481,6.0
2012-01-01,14,12935,13121,37.69,37.76,0.0,-0.07,23.23,23.1,0.0,0.13,48,38,13360,6.37
2012-01-01,15,12727,13001,36.39,36.52,0.0,-0.13,21.59,21.48,0.0,0.11,50,36,13227,6.75
2012-01-01,16,12817,13090,38.5,38.63,0.0,-0.13,25.14,25.04,0.0,0.1,49,37,13305,6.5
2012-01-01,17,14128,14378,49.36,49.78,0.0,-0.42,41.68,41.49,0.0,0.19,47,36,14600,6.08
2012-01-01,18,15044,15582,65.56,66.82,-0.7,-0.56,49.66,49.49,0.0,0.17,46,37,15830,7.04
2012-01-01,19,14689,15477,56.59,57.92,-0.76,-0.57,54.45,54.23,0.0,0.22,45,39,15738,7.25
2012-01-01,20,14263,15008,46.38,46.85,0.0,-0.47,50.65,50.44,0.0,0.21,45,39,15256,7.25
2012-01-01,21,13951,14451,45.0,45.3,0.0,-0.3,44.38,44.16,0.0,0.22,45,40,14692,7.25
2012-01-01,22,13162,13672,38.43,38.51,0.0,-0.08,38.11,37.89,0.0,0.22,45,41,13906,6.21
2012-01-01,23,12098,12688,38.0,38.05,0.0,-0.05,37.69,37.45,0.0,0.24,46,43,12932,10.16
2012-01-01,24,11119,11620,38.12,38.19,0.0,-0.07,30.4,30.22,0.0,0.18,46,44,11839,10.73
2012-01-02,1,10453,10721,30.36,30.24,0.0,0.12,25.86,25.68,0.0,0.18,47,44,10916,16.25
2012-01-02,2,10447,10183,30.95,30.8,0.0,0.15,2.56,2.54,0.0,0.02,47,44,10356,11.0
2012-01-02,3,10446,9917,24.05,23.86,0.0,0.19,0.0,0.0,0.0,0.0,47,44,10088,11.0
2012-01-02,4,10374,9863,20.49,20.34,0.0,0.15,0.0,0.0,0.0,0.0,46,42,10025,11.0
2012-01-02,5,10473,10086,20.46,20.34,0.0,0.12,0.0,0.0,0.0,0.0,43,37,10246,11.0
2012-01-02,6,10745,10636,31.03,30.89,0.0,0.14,0.0,0.0,0.0,0.0,40,33,10806,11.0
2012-01-02,7,11257,11453,31.08,31.0,0.0,0.08,0.0,0.0,0.0,0.0,40,31,11647,18.5
2012-01-02,8,12120,12117,35.59,35.45,0.0,0.14,0.0,0.0,0.0,0.0,38,29,12336,20.0
2012-01-02,9,13029,12952,41.59,41.49,0.0,0.1,0.0,0.0,0.0,0.0,39,28,13179,20.0
2012-01-02,10,13875,13811,50.07,49.85,0.0,0.22,36.77,36.62,0.0,0.15,39,26,14046,10.68
2012-01-02,11,14227,14424,44.71,44.52,0.0,0.19,40.62,40.44,0.0,0.18,39,25,14679,6.83
2012-01-02,12,14165,14685,48.1,48.05,0.0,0.05,40.26,40.09,0.0,0.17,40,21,14939,7.25
2012-01-02,13,14068,14666,44.41,44.38,0.0,0.03,40.1,39.91,0.0,0.19,40,19,14916,7.25
2012-01-02,14,13999,14563,43.0,42.87,0.0,0.13,38.29,38.09,0.0,0.2,41,18,14818,7.25
2012-01-02,15,13844,14518,38.71,38.67,0.0,0.04,34.9,34.69,0.0,0.21,40,17,14772,7.25
2012-01-02,16,14072,14748,39.06,38.96,0.0,0.1,34.85,34.67,0.0,0.18,40,17,14996,7.25
2012-01-02,17,15326,16138,66.56,66.92,0.0,-0.36,57.24,56.88,0.0,0.36,39,17,16404,7.25
2012-01-02,18,15980,17514,85.3,85.73,0.0,-0.43,209.86,208.66,0.0,1.2,37,16,17827,7.38
2012-01-02,19,15995,17377,81.99,82.36,0.0,-0.37,49.03,48.77,0.0,0.26,37,17,17670,6.54
2012-01-02,20,15567,16950,78.0,78.3,0.0,-0.3,57.59,57.27,0.0,0.32,35,19,17244,8.5
2012-01-02,21,15067,16266,58.36,58.68,0.0,-0.32,41.14,40.94,0.0,0.2,34,19,16546,9.0
2012-01-02,22,14608,15193,46.56,46.51,0.0,0.05,25.78,25.66,0.0,0.12,34,18,15449,7.54
2012-01-02,23,13319,13861,46.45,46.4,0.0,0.05,28.68,28.52,0.0,0.16,32,18,14089,8.21
2012-01-02,24,12199,12635,40.22,40.14,0.0,0.08,28.63,28.46,0.0,0.17,31,18,12856,11.0
2012-01-03,1,11419,11824,37.22,37.17,0.0,0.05,38.02,37.77,0.0,0.25,31,17,12039,16.24
