Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt,SYSLoad,RegCP
2010-01-01 00:00:00,0,12657,12946.0,64.21,64.18,0.0,0.03,65.12,65.01,0.0,0.11,27,24,13177,7.84
2010-01-01 01:00:00,1,12347,12262.0,58.68,58.65,0.0,0.03,71.64,71.37,0.0,0.27,27,24,12474,5.5
2010-01-01 02:00:00,2,12111,11792.0,54.74,54.71,0.0,0.03,56.74,56.44,0.0,0.3,26,24,11987,5.0
2010-01-01 03:00:00,3,11957,11513.0,45.38,44.82,0.54,0.02,62.17,61.85,0.0,0.32,26,24,11731,6.5
2010-01-01 04:00:00,4,11959,11522.0,51.15,50.62,0.5,0.03,54.93,54.65,0.0,0.28,27,24,11745,7.0
2010-01-01 05:00:00,5,12132,11821.0,43.21,43.18,0.0,0.03,42.83,42.59,0.0,0.24,27,24,12045,10.33
2010-01-01 06:00:00,6,12167,12263.0,46.09,46.06,0.0,0.03,40.87,40.64,0.0,0.23,27,24,12495,7.67
2010-01-01 07:00:00,7,12352,12581.0,45.47,45.42,0.0,0.05,32.66,32.54,0.0,0.12,27,24,12814,10.0
2010-01-01 08:00:00,8,13100,13194.0,56.29,56.23,0.0,0.06,42.53,42.44,0.0,0.09,27,24,13428,11.0
2010-01-01 09:00:00,9,13754,13974.0,58.47,58.4,0.0,0.07,48.76,48.71,0.0,0.05,28,25,14210,11.0
2010-01-01 10:00:00,10,14325,14602.0,61.38,61.31,0.0,0.07,56.02,55.94,0.0,0.08,29,25,14838,6.01
2010-01-01 11:00:00,11,14489,14892.0,62.02,61.94,0.0,0.08,59.25,59.2,0.0,0.05,30,26,15136,5.0
2010-01-01 12:00:00,12,14213,14913.0,59.2,59.13,0.0,0.07,57.84,57.77,0.0,0.07,31,27,15163,5.0
2010-01-01 13:00:00,13,14021,14795.0,58.37,58.3,0.0,0.07,59.0,58.95,0.0,0.05,33,27,15035,5.0
