Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,DryBulb,DewPnt,SYSLoad,RegCP
2008-01-01 00:00:00,0,11510,12751.0,59.45,59.68,-0.48,0.25,118.53,118.3,0.0,0.23,27,22,12930,13.08
2008-01-01 01:00:00,1,11147,12179.0,49.55,49.37,-0.03,0.21,120.97,120.26,0.0,0.71,27,21,12311,11.25
2008-01-01 02:00:00,2,11055,11749.0,44.1,43.91,0.0,0.19,88.03,87.69,0.0,0.34,26,20,11805,10.67
2008-01-01 03:00:00,3,11033,11508.0,43.0,42.81,0.0,0.19,57.95,57.73,0.0,0.22,24,19,11629,12.67
2008-01-01 04:00:00,4,11083,11545.0,44.1,43.91,0.0,0.19,66.03,65.78,0.0,0.25,24,19,11674,11.0
2008-01-01 05:00:00,5,11073,11841.0,43.96,43.77,0.0,0.19,109.95,109.49,0.0,0.46,24,19,11972,13.0
2008-01-01 06:00:00,6,11285,12293.0,53.15,52.91,0.0,0.24,64.77,64.49,0.0,0.28,24,19,12433,12.66
2008-01-01 07:00:00,7,12466,12579.0,45.53,45.32,0.0,0.21,11.75,11.72,0.0,0.03,24,20,12744,22.49
2008-01-01 08:00:00,8,13316,13214.0,52.53,52.29,0.0,0.24,49.37,49.2,0.0,0.17,25,21,13370,17.51
2008-01-01 09:00:00,9,13111,14056.0,56.29,56.03,0.0,0.26,56.07,55.87,0.0,0.2,28,23,14246,13.0
2008-01-01 10:00:00,10,13260,14830.0,61.5,61.75,-0.52,0.27,84.83,84.58,0.0,0.25,30,24,15042,10.22
2008-01-01 11:00:00,11,13417,15427.0,59.68,59.95,-0.54,0.27,95.87,95.69,0.0,0.18,31,25,15672,9.25
2008-01-01 12:00:00,12,13234,15776.0,62.31,62.47,-0.44,0.28,108.87,108.63,0.0,0.24,32,27,16064,22.38
2008-01-01 13:00:00,13,13009,15758.0,58.45,58.55,-0.36,0.26,127.47,127.13,0.0,0.34,33,29,16053,25.0
2008-01-01 14:00:00,14,13152,15669.0,55.66,55.72,-0.32,0.26,99.95,99.86,0.0,0.09,33,31,15960,17.51
2008-01-01 15:00:00,15,13019,15763.0,57.88,57.97,-0.36,0.27,81.76,81.65,0.0,0.11,35,32,16047,10.21
2008-01-01 16:00:00,16,14991,16763.0,73.17,72.91,-0.08,0.34,92.91,92.99,0.0,-0.08,35,31,17033,9.87
2008-01-01 17:00:00,17,15687,17869.0,94.44,94.0,0.0,0.44,135.31,135.51,0.0,-0.2,34,30,18190,15.22
2008-01-01 18:00:00,18,15530,17657.0,76.65,76.87,-0.56,0.34,100.59,100.75,0.0,-0.16,33,30,17964,13.78
2008-01-01 19:00:00,19,15005,17145.0,73.18,73.25,-0.39,0.32,131.49,131.69,0.0,-0.2,30,27,17450,9.47
2008-01-01 20:00:00,20,14387,16412.0,71.22,71.07,-0.16,0.31,119.54,119.48,0.0,0.06,31,27,16708,9.25
2008-01-01 21:00:00,21,13320,15294.0,62.53,62.92,-0.66,0.27,79.17,79.15,0.0,0.02,30,27,15580,14.04
2008-01-01 22:00:00,22,12538,13934.0,54.54,54.72,-0.41,0.23,52.19,52.15,0.0,0.04,29,25,14186,15.0
2008-01-01 23:00:00,23,11129,12749.0,55.58,55.35,0.0,0.23,60.18,60.02,0.0,0.16,28,25,12960,57.76
2008-01-02 00:00:00,0,12507,11974.0,82.31,82.16,-0.11,0.26,38.88,38.72,0.0,0.16,28,24,12226,100.0
2008-01-02 01:00:00,1,12589,11578.0,75.17,75.19,-0.27,0.25,7.58,7.55,0.0,0.03,28,24,11789,19.67
2008-01-02 02:00:00,2,12640,11437.0,68.15,68.35,-0.42,0.22,6.27,6.24,0.0,0.03,29,24,11626,13.13
2008-01-02 03:00:00,3,12514,11469.0,68.26,68.28,-0.24,0.22,31.47,31.33,0.0,0.14,30,24,11674,20.0
2008-01-02 04:00:00,4,12699,11845.0,70.15,69.98,-0.06,0.23,26.34,26.2,0.0,0.14,27,23,12045,49.15
2008-01-02 05:00:00,5,13242,13032.0,83.06,84.38,-1.6,0.28,78.02,77.61,0.0,0.41,29,24,13246,77.75
2008-01-02 06:00:00,6,15034,15181.0,79.29,82.67,-3.66,0.28,78.93,78.7,0.0,0.23,28,24,15401,70.45
2008-01-02 07:00:00,7,15850,16517.0,91.34,93.25,-2.23,0.32,83.46,83.26,0.0,0.2,29,22,16733,70.45
2008-01-02 08:00:00,8,16028,16929.0,96.49,98.04,-1.88,0.33,81.32,81.22,0.0,0.1,28,21,17167,20.81
2008-01-02 09:00:00,9,16148,17183.0,101.57,102.52,-1.29,0.34,110.13,110.19,0.0,-0.06,27,19,17463,21.05
2008-01-02 10:00:00,10,16162,17392.0,102.95,103.54,-0.94,0.35,128.99,129.03,0.0,-0.04,27,18,17670,25.0
2008-01-02 11:00:00,11,16099,17422.0,105.79,106.19,-0.75,0.35,134.63,134.46,0.0,0.17,27,16,17728,25.0
2008-01-02 12:00:00,12,15912,17321.0,103.41,103.97,-0.9,0.34,128.3,128.26,0.0,0.04,26,15,17636,25.0
2008-01-02 13:00:00,13,16021,17267.0,98.79,99.59,-1.12,0.32,92.16,92.19,0.0,-0.03,27,15,17517,11.76
2008-01-02 14:00:00,14,15855,17189.0,90.59,91.65,-1.35,0.29,76.11,76.1,0.0,0.01,26,13,17423,9.25
2008-01-02 15:00:00,15,16096,17405.0,94.63,95.44,-1.12,0.31,136.98,136.89,0.0,0.09,25,11,17660,9.25
2008-01-02 16:00:00,16,17357,18778.0,118.47,120.47,-2.41,0.41,191.49,191.45,0.0,0.04,22,9,19061,21.94
2008-01-02 17:00:00,17,18557,20248.0,134.54,137.89,-3.82,0.47,262.38,263.05,0.0,-0.67,20,7,20580,59.16
2008-01-02 18:00:00,18,18123,20345.0,124.84,128.25,-3.86,0.45,164.26,164.4,0.0,-0.14,18,5,20690,24.03
2008-01-02 19:00:00,19,17483,19941.0,122.16,124.78,-3.05,0.43,185.82,185.69,0.0,0.13,16,3,20286,15.64
2008-01-02 20:00:00,20,16991,19354.0,114.46,115.69,-1.62,0.39,145.54,145.62,0.0,-0.08,13,0,19714,23.44
2008-01-02 21:00:00,21,16677,18279.0,104.86,105.12,-0.61,0.35,123.4,123.7,0.0,-0.3,12,-2,18636,25.0
2008-01-02 22:00:00,22,15148,16690.0,84.63,85.79,-1.44,0.28,96.68,96.79,0.0,-0.11,10,-3,16960,14.22
2008-01-02 23:00:00,23,13295,15319.0,77.83,80.0,-2.42,0.25,93.21,93.33,0.0,-0.12,9,-4,15549,18.79
2008-01-03 00:00:00,0,13344,14422.0,99.0,99.65,-0.83,0.18,93.9,93.99,0.0,-0.09,9,-4,14639,32.5
2008-01-03 01:00:00,1,13304,14005.0,98.96,99.54,-0.77,0.19,94.08,94.26,0.0,-0.18,8,-5,14222,16.48
2008-01-03 02:00:00,2,13437,13853.0,101.31,101.57,-0.45,0.19,126.74,126.9,0.0,-0.16,7,-5,14104,12.75
2008-01-03 03:00:00,3,13473,13893.0,101.31,101.39,-0.27,0.19,99.94,100.01,0.0,-0.07,6,-6,14123,12.75
2008-01-03 04:00:00,4,13479,14298.0,109.99,109.81,-0.04,0.22,106.14,106.25,0.0,-0.11,6,-6,14496,12.75
2008-01-03 05:00:00,5,13972,15479.0,129.49,129.24,0.0,0.25,128.63,128.94,0.0,-0.31,5,-7,15681,31.27
2008-01-03 06:00:00,6,16131,17695.0,159.56,158.97,0.29,0.3,189.25,189.97,0.0,-0.72,4,-8,17920,35.0
2008-01-03 07:00:00,7,17333,18943.0,162.19,161.54,0.34,0.31,187.07,188.33,0.0,-1.26,4,-8,19229,35.0
2008-01-03 08:00:00,8,17541,19111.0,168.83,168.03,0.47,0.33,154.94,155.91,0.0,-0.97,4,-8,19384,16.84
2008-01-03 09:00:00,9,17718,19176.0,173.15,172.27,0.56,0.32,148.76,149.87,0.0,-1.11,5,-8,19503,10.54
2008-01-03 10:00:00,10,17925,19267.0,158.66,159.34,-0.97,0.29,133.62,134.45,0.0,-0.83,6,-9,19571,10.71
