0.00632;18.00;2.310;0;0.5380;65.750;65.20;40.900;1;296.0;15.30;396.90;4.98;24.00
0.02731;0.00;7.070;0;0.4690;64.210;78.90;49.671;2;242.0;17.80;396.90;9.14;21.60
0.02729;0.00;7.070;0;0.4690;71.850;61.10;49.671;2;242.0;17.80;392.83;4.03;34.70
0.03237;0.00;2.180;0;0.4580;69.980;45.80;60.622;3;222.0;18.70;394.63;2.94;33.40
0.06905;0.00;2.180;0;0.4580;71.470;54.20;60.622;3;222.0;18.70;396.90;5.33;36.20
0.02985;0.00;2.180;0;0.4580;64.300;58.70;60.622;3;222.0;18.70;394.12;5.21;28.70
0.08829;12.50;7.870;0;0.5240;60.120;66.60;55.605;5;311.0;15.20;395.60;12.43;22.90
0.14455;12.50;7.870;0;0.5240;61.720;96.10;59.505;5;311.0;15.20;396.90;19.15;27.10
0.21124;12.50;7.870;0;0.5240;56.310;100.00;60.821;5;311.0;15.20;386.63;29.93;16.50
0.17004;12.50;7.870;0;0.5240;60.040;85.90;65.921;5;311.0;15.20;386.71;17.10;18.90
0.22489;12.50;7.870;0;0.5240;63.770;94.30;63.467;5;311.0;15.20;392.52;20.45;15.00
0.11747;12.50;7.870;0;0.5240;60.090;82.90;62.267;5;311.0;15.20;396.90;13.27;18.90
0.09378;12.50;7.870;0;0.5240;58.890;39.00;54.509;5;311.0;15.20;390.50;15.71;21.70
0.62976;0.00;8.140;0;0.5380;59.490;61.80;47.075;4;307.0;21.00;396.90;8.26;20.40
0.63796;0.00;8.140;0;0.5380;60.960;84.50;44.619;4;307.0;21.00;380.02;10.26;18.20
0.62739;0.00;8.140;0;0.5380;58.340;56.50;44.986;4;307.0;21.00;395.62;8.47;19.90
105.393;0.00;8.140;0;0.5380;59.350;29.30;44.986;4;307.0;21.00;386.85;6.58;23.10
0.78420;0.00;8.140;0;0.5380;59.900;81.70;42.579;4;307.0;21.00;386.75;14.67;17.50
0.80271;0.00;8.140;0;0.5380;54.560;36.60;37.965;4;307.0;21.00;288.99;11.69;20.20
0.72580;0.00;8.140;0;0.5380;57.270;69.50;37.965;4;307.0;21.00;390.95;11.28;18.20
125.179;0.00;8.140;0;0.5380;55.700;98.10;37.979;4;307.0;21.00;376.57;21.02;13.60
0.85204;0.00;8.140;0;0.5380;59.650;89.20;40.123;4;307.0;21.00;392.53;13.83;19.60
123.247;0.00;8.140;0;0.5380;61.420;91.70;39.769;4;307.0;21.00;396.90;18.72;15.20
0.98843;0.00;8.140;0;0.5380;58.130;100.00;40.952;4;307.0;21.00;394.54;19.88;14.50
0.75026;0.00;8.140;0;0.5380;59.240;94.10;43.996;4;307.0;21.00;394.33;16.30;15.60
0.84054;0.00;8.140;0;0.5380;55.990;85.70;44.546;4;307.0;21.00;303.42;16.51;13.90
0.67191;0.00;8.140;0;0.5380;58.130;90.30;46.820;4;307.0;21.00;376.88;14.81;16.60
0.95577;0.00;8.140;0;0.5380;60.470;88.80;44.534;4;307.0;21.00;306.38;17.28;14.80
0.77299;0.00;8.140;0;0.5380;64.950;94.40;44.547;4;307.0;21.00;387.94;12.80;18.40
100.245;0.00;8.140;0;0.5380;66.740;87.30;42.390;4;307.0;21.00;380.23;11.98;21.00
113.081;0.00;8.140;0;0.5380;57.130;94.10;42.330;4;307.0;21.00;360.17;22.60;12.70
135.472;0.00;8.140;0;0.5380;60.720;100.00;41.750;4;307.0;21.00;376.73;13.04;14.50
138.799;0.00;8.140;0;0.5380;59.500;82.00;39.900;4;307.0;21.00;232.60;27.71;13.20
115.172;0.00;8.140;0;0.5380;57.010;95.00;37.872;4;307.0;21.00;358.77;18.35;13.10
161.282;0.00;8.140;0;0.5380;60.960;96.90;37.598;4;307.0;21.00;248.31;20.34;13.50
0.06417;0.00;5.960;0;0.4990;59.330;68.20;33.603;5;279.0;19.20;396.90;9.68;18.90
0.09744;0.00;5.960;0;0.4990;58.410;61.40;33.779;5;279.0;19.20;377.56;11.41;20.00
0.08014;0.00;5.960;0;0.4990;58.500;41.50;39.342;5;279.0;19.20;396.90;8.77;21.00
0.17505;0.00;5.960;0;0.4990;59.660;30.20;38.473;5;279.0;19.20;393.43;10.13;24.70
0.02763;75.00;2.950;0;0.4280;65.950;21.80;54.011;3;252.0;18.30;395.63;4.32;30.80
0.03359;75.00;2.950;0;0.4280;70.240;15.80;54.011;3;252.0;18.30;395.62;1.98;34.90
0.12744;0.00;6.910;0;0.4480;67.700;2.90;57.209;3;233.0;17.90;385.41;4.84;26.60
0.14150;0.00;6.910;0;0.4480;61.690;6.60;57.209;3;233.0;17.90;383.37;5.81;25.30
0.15936;0.00;6.910;0;0.4480;62.110;6.50;57.209;3;233.0;17.90;394.46;7.44;24.70
0.12269;0.00;6.910;0;0.4480;60.690;40.00;57.209;3;233.0;17.90;389.39;9.55;21.20
0.17142;0.00;6.910;0;0.4480;56.820;33.80;51.004;3;233.0;17.90;396.90;10.21;19.30
0.18836;0.00;6.910;0;0.4480;57.860;33.30;51.004;3;233.0;17.90;396.90;14.15;20.00
0.22927;0.00;6.910;0;0.4480;60.300;85.50;56.894;3;233.0;17.90;392.74;18.80;16.60
0.25387;0.00;6.910;0;0.4480;53.990;95.30;58.700;3;233.0;17.90;396.90;30.81;14.40
0.21977;0.00;6.910;0;0.4480;56.020;62.00;60.877;3;233.0;17.90;396.90;16.20;19.40
0.08873;21.00;5.640;0;0.4390;59.630;45.70;68.147;4;243.0;16.80;395.56;13.45;19.70
0.04337;21.00;5.640;0;0.4390;61.150;63.00;68.147;4;243.0;16.80;393.97;9.43;20.50
0.05360;21.00;5.640;0;0.4390;65.110;21.10;68.147;4;243.0;16.80;396.90;5.28;25.00
0.04981;21.00;5.640;0;0.4390;59.980;21.40;68.147;4;243.0;16.80;396.90;8.43;23.40
0.01360;75.00;4.000;0;0.4100;58.880;47.60;73.197;3;469.0;21.10;396.90;14.80;18.90
0.01311;90.00;1.220;0;0.4030;72.490;21.90;86.966;5;226.0;17.90;395.93;4.81;35.40
0.02055;85.00;0.740;0;0.4100;63.830;35.70;91.876;2;313.0;17.30;396.90;5.77;24.70
0.01432;100.00;1.320;0;0.4110;68.160;40.50;83.248;5;256.0;15.10;392.90;3.95;31.60
0.15445;25.00;5.130;0;0.4530;61.450;29.20;78.148;8;284.0;19.70;390.68;6.86;23.30
0.10328;25.00;5.130;0;0.4530;59.270;47.20;69.320;8;284.0;19.70;396.90;9.22;19.60
0.14932;25.00;5.130;0;0.4530;57.410;66.20;72.254;8;284.0;19.70;395.11;13.15;18.70
0.17171;25.00;5.130;0;0.4530;59.660;93.40;68.185;8;284.0;19.70;378.08;14.44;16.00
0.11027;25.00;5.130;0;0.4530;64.560;67.80;72.255;8;284.0;19.70;396.90;6.73;22.20
0.12650;25.00;5.130;0;0.4530;67.620;43.40;79.809;8;284.0;19.70;395.58;9.50;25.00
0.01951;17.50;1.380;0;0.4161;71.040;59.50;92.229;3;216.0;18.60;393.24;8.05;33.00
0.03584;80.00;3.370;0;0.3980;62.900;17.80;66.115;4;337.0;16.10;396.90;4.67;23.50
