r2train_per_fold,[0]
r2test_per_fold,[0.9329254087150339]
r2testadj_per_fold,[0.9092520235556342]
rmse_per_fold,[1854.015531586674]
mae_per_fold,[1438.8443978305695]
maep_per_fold,[2.2093075991761375]
mape_per_fold,[2.2422274234137793]
smape_per_fold,[2.202634442019023]
test_name,finalTest
name,['none']
model_name,['GradientBoostingRegressor']
decomposition,emd
nmodes,9
algorithm,gbr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.9329
std_r2test,0.0
avg_r2testadj,0.9093
std_r2testadj,0.0
avg_rmse,1854.0155
std_rmse,0.0
avg_mae,1438.8444
std_mae,0.0
avg_maep,2.2093
std_maep,0.0
avg_mape,2.2422
std_mape,0.0
avg_smape,2.2026
std_smape,0.0
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,4.48
