r2train_per_fold,[0]
r2test_per_fold,[0.8161244537529664]
r2testadj_per_fold,[0.7512272021363663]
rmse_per_fold,[3069.702857532656]
mae_per_fold,[2840.344068609082]
maep_per_fold,[4.361273355558386]
mape_per_fold,[4.463118735305164]
smape_per_fold,[4.348012572682783]
test_name,finalTest
name,['none']
model_name,['GradientBoostingRegressor']
decomposition,ceemdan
nmodes,7
algorithm,gbr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.8161
std_r2test,0.0
avg_r2testadj,0.7512
std_r2testadj,0.0
avg_rmse,3069.7029
std_rmse,0.0
avg_mae,2840.3441
std_mae,0.0
avg_maep,4.3613
std_maep,0.0
avg_mape,4.4631
std_mape,0.0
avg_smape,4.348
std_smape,0.0
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,1.33
