r2train_per_fold,[0]
r2test_per_fold,[0.9124155410238078]
r2testadj_per_fold,[0.8815033790322107]
rmse_per_fold,[2118.5946748007636]
mae_per_fold,[1746.9635065702294]
maep_per_fold,[2.6824163588281786]
mape_per_fold,[2.7770069916965885]
smape_per_fold,[2.7219358497451442]
test_name,finalTest
name,['none']
model_name,['GradientBoostingRegressor']
decomposition,eemd
nmodes,0
algorithm,gbr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.9124
std_r2test,0.0
avg_r2testadj,0.8815
std_r2testadj,0.0
avg_rmse,2118.5947
std_rmse,0.0
avg_mae,1746.9635
std_mae,0.0
avg_maep,2.6824
std_maep,0.0
avg_mape,2.777
std_mape,0.0
avg_smape,2.7219
std_smape,0.0
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,1.92
