r2train_per_fold,[0]
r2test_per_fold,[0.9330577815497452]
r2testadj_per_fold,[0.9094311162143611]
rmse_per_fold,[1852.1851626481296]
mae_per_fold,[1433.968768244239]
maep_per_fold,[2.201821198622965]
mape_per_fold,[2.2333165966891158]
smape_per_fold,[2.19386737675063]
test_name,finalTest
name,['none']
model_name,['GradientBoostingRegressor']
decomposition,emd
nmodes,6
algorithm,gbr
avg_r2train,0.0
std_r2train,0.0
avg_r2test,0.9331
std_r2test,0.0
avg_r2testadj,0.9094
std_r2testadj,0.0
avg_rmse,1852.1852
std_rmse,0.0
avg_mae,1433.9688
std_mae,0.0
avg_maep,2.2018
std_maep,0.0
avg_mape,2.2333
std_mape,0.0
avg_smape,2.1939
std_smape,0.0
model_params,"{'alpha': 0.9, 'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_impurity_split': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'presort': 'deprecated', 'random_state': 4242, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}"
duration,4.08
